OBJECTID,ADM0_NAME,DateOfDataEntry,cum_conf,NewCase,CENTER_LON,CENTER_LAT,ADM0_VIZ_NAME,GUID,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
1,AFGHANISTAN,2020-02-24T00:00:00.000Z,1,1,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
2,AFGHANISTAN,2020-02-25T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
3,AFGHANISTAN,2020-02-26T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
4,AFGHANISTAN,2020-02-27T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
5,AFGHANISTAN,2020-02-28T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
6,AFGHANISTAN,2020-02-29T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
7,AFGHANISTAN,2020-03-01T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
8,AFGHANISTAN,2020-03-02T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
9,AFGHANISTAN,2020-03-03T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
10,AFGHANISTAN,2020-03-04T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
11,AFGHANISTAN,2020-03-05T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
12,AFGHANISTAN,2020-03-06T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
13,AFGHANISTAN,2020-03-07T00:00:00.000Z,1,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
14,AFGHANISTAN,2020-03-08T00:00:00.000Z,4,3,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
15,AFGHANISTAN,2020-03-09T00:00:00.000Z,4,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
16,AFGHANISTAN,2020-03-10T00:00:00.000Z,4,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
17,AFGHANISTAN,2020-03-11T00:00:00.000Z,4,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
18,AFGHANISTAN,2020-03-12T00:00:00.000Z,7,3,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
19,AFGHANISTAN,2020-03-13T00:00:00.000Z,7,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
20,AFGHANISTAN,2020-03-14T00:00:00.000Z,7,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
21,AFGHANISTAN,2020-03-15T00:00:00.000Z,10,3,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
22,Afghanistan,2020-03-16T00:00:00.000Z,16,6,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
23,Afghanistan,2020-03-17T00:00:00.000Z,21,5,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
24,Afghanistan,2020-03-18T00:00:00.000Z,22,1,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
25,Afghanistan,2020-03-19T00:00:00.000Z,22,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
26,Afghanistan,2020-03-20T00:00:00.000Z,22,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
27,Afghanistan,2020-03-21T00:00:00.000Z,24,2,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
28,Afghanistan,2020-03-22T10:00:00.000Z,24,0,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
29,Afghanistan,2020-03-23T00:00:00.000Z,40,16,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
30,Afghanistan,2020-03-24T00:00:00.000Z,42,2,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
31,Afghanistan,2020-03-25T00:00:00.000Z,74,32,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
32,Afghanistan,2020-03-26T00:00:00.000Z,80,6,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
33,Afghanistan,2020-03-27T00:00:00.000Z,91,11,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
34,Afghanistan,2020-03-28T10:00:00.000Z,106,15,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
35,Afghanistan,2020-03-29T00:00:00.000Z,114,8,66.02652977,33.83890116,Afghanistan,bf4e1516-20f9-4d0b-afee-15fb1fbbbbbe,阿富汗,Afghanistan,Afganistán,Афганистан,أفغانستان
36,ALBANIA,2020-03-09T00:00:00.000Z,2,2,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
37,ALBANIA,2020-03-10T00:00:00.000Z,6,4,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
38,ALBANIA,2020-03-11T00:00:00.000Z,10,4,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
39,ALBANIA,2020-03-12T00:00:00.000Z,23,13,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
40,ALBANIA,2020-03-13T00:00:00.000Z,23,0,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
41,ALBANIA,2020-03-14T00:00:00.000Z,33,10,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
42,ALBANIA,2020-03-15T00:00:00.000Z,38,5,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
43,Albania,2020-03-16T00:00:00.000Z,42,4,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
44,Albania,2020-03-17T00:00:00.000Z,55,13,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
45,Albania,2020-03-18T00:00:00.000Z,59,4,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
46,Albania,2020-03-19T00:00:00.000Z,59,0,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
47,Albania,2020-03-20T00:00:00.000Z,70,11,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
48,Albania,2020-03-21T00:00:00.000Z,70,0,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
49,Albania,2020-03-22T10:00:00.000Z,76,6,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
50,Albania,2020-03-23T00:00:00.000Z,89,13,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
51,Albania,2020-03-24T00:00:00.000Z,123,34,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
52,Albania,2020-03-25T00:00:00.000Z,146,23,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
53,Albania,2020-03-26T00:00:00.000Z,174,28,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
54,Albania,2020-03-27T00:00:00.000Z,186,12,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
55,Albania,2020-03-28T10:00:00.000Z,197,11,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
56,Albania,2020-03-29T00:00:00.000Z,212,15,20.06917817,41.14595803,Albania,c7192fcc-f547-44ed-a758-3d8e48420cef,阿尔巴尼亚,Albanie,Albania,Албания,ألبانيا
57,ALGERIA,2020-02-26T00:00:00.000Z,1,1,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
58,ALGERIA,2020-02-27T00:00:00.000Z,1,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
59,ALGERIA,2020-02-28T00:00:00.000Z,1,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
60,ALGERIA,2020-02-29T00:00:00.000Z,1,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
61,ALGERIA,2020-03-01T00:00:00.000Z,1,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
62,ALGERIA,2020-03-02T00:00:00.000Z,3,2,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
63,ALGERIA,2020-03-03T00:00:00.000Z,5,2,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
64,ALGERIA,2020-03-04T00:00:00.000Z,5,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
65,ALGERIA,2020-03-05T00:00:00.000Z,12,7,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
66,ALGERIA,2020-03-06T00:00:00.000Z,12,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
67,ALGERIA,2020-03-07T00:00:00.000Z,17,5,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
68,ALGERIA,2020-03-08T00:00:00.000Z,17,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
69,ALGERIA,2020-03-09T00:00:00.000Z,20,3,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
70,ALGERIA,2020-03-10T00:00:00.000Z,20,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
71,ALGERIA,2020-03-11T00:00:00.000Z,20,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
72,ALGERIA,2020-03-12T00:00:00.000Z,25,5,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
73,ALGERIA,2020-03-13T00:00:00.000Z,25,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
74,ALGERIA,2020-03-14T00:00:00.000Z,26,1,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
75,ALGERIA,2020-03-15T00:00:00.000Z,37,11,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
76,Algeria,2020-03-16T00:00:00.000Z,49,12,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
77,Algeria,2020-03-17T00:00:00.000Z,60,11,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
78,Algeria,2020-03-18T00:00:00.000Z,72,12,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
79,Algeria,2020-03-19T00:00:00.000Z,72,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
80,Algeria,2020-03-20T00:00:00.000Z,82,10,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
81,Algeria,2020-03-21T00:00:00.000Z,94,12,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
82,Algeria,2020-03-22T10:00:00.000Z,94,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
83,Algeria,2020-03-23T00:00:00.000Z,201,107,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
84,Algeria,2020-03-24T00:00:00.000Z,231,30,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
85,Algeria,2020-03-25T00:00:00.000Z,264,33,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
86,Algeria,2020-03-26T00:00:00.000Z,264,0,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
87,Algeria,2020-03-27T00:00:00.000Z,305,41,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
88,Algeria,2020-03-28T10:00:00.000Z,367,62,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
89,Algeria,2020-03-29T00:00:00.000Z,409,42,2.63236595,28.16335741,Algeria,74e60ac9-fe75-4273-9483-536bb1dd9f64,阿尔及利亚,Algérie,Argelia,Алжир,الجزائر
90,ANDORRA,2020-03-03T00:00:00.000Z,1,1,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
91,ANDORRA,2020-03-04T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
92,ANDORRA,2020-03-05T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
93,ANDORRA,2020-03-06T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
94,ANDORRA,2020-03-07T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
95,ANDORRA,2020-03-08T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
96,ANDORRA,2020-03-09T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
97,ANDORRA,2020-03-10T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
98,ANDORRA,2020-03-11T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
99,ANDORRA,2020-03-12T00:00:00.000Z,1,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
100,ANDORRA,2020-03-13T00:00:00.000Z,2,1,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
101,ANDORRA,2020-03-14T00:00:00.000Z,2,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
102,ANDORRA,2020-03-15T00:00:00.000Z,2,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
103,Andorra,2020-03-16T00:00:00.000Z,2,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
104,Andorra,2020-03-17T00:00:00.000Z,14,12,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
105,Andorra,2020-03-18T00:00:00.000Z,39,25,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
106,Andorra,2020-03-19T00:00:00.000Z,39,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
107,Andorra,2020-03-20T00:00:00.000Z,75,36,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
108,Andorra,2020-03-21T00:00:00.000Z,75,0,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
109,Andorra,2020-03-22T10:00:00.000Z,88,13,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
110,Andorra,2020-03-23T00:00:00.000Z,113,25,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
111,Andorra,2020-03-24T00:00:00.000Z,164,51,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
112,Andorra,2020-03-25T00:00:00.000Z,188,24,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
113,Andorra,2020-03-26T00:00:00.000Z,213,25,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
114,Andorra,2020-03-27T00:00:00.000Z,231,18,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
115,Andorra,2020-03-28T10:00:00.000Z,289,58,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
116,Andorra,2020-03-29T00:00:00.000Z,321,32,1.57568833,42.54858297,Andorra,066f0f3c-d111-4a65-afdd-5f86e5ac8ddc,安道尔,Andorre,Andorra,Андорра,أندورا
117,Angola,2020-03-22T10:00:00.000Z,2,2,17.54379621,-12.29575318,Angola,2a5aaf40-e526-4778-a1e2-204d26254d21,安哥拉,Angola,Angola,Ангола,أنغولا
118,Angola,2020-03-23T00:00:00.000Z,2,0,17.54379621,-12.29575318,Angola,2a5aaf40-e526-4778-a1e2-204d26254d21,安哥拉,Angola,Angola,Ангола,أنغولا
119,Angola,2020-03-24T00:00:00.000Z,2,0,17.54379621,-12.29575318,Angola,2a5aaf40-e526-4778-a1e2-204d26254d21,安哥拉,Angola,Angola,Ангола,أنغولا
120,Angola,2020-03-25T00:00:00.000Z,2,0,17.54379621,-12.29575318,Angola,2a5aaf40-e526-4778-a1e2-204d26254d21,安哥拉,Angola,Angola,Ангола,أنغولا
121,Angola,2020-03-26T00:00:00.000Z,2,0,17.54379621,-12.29575318,Angola,2a5aaf40-e526-4778-a1e2-204d26254d21,安哥拉,Angola,Angola,Ангола,أنغولا
122,Angola,2020-03-27T00:00:00.000Z,2,0,17.54379621,-12.29575318,Angola,2a5aaf40-e526-4778-a1e2-204d26254d21,安哥拉,Angola,Angola,Ангола,أنغولا
123,Angola,2020-03-28T10:00:00.000Z,2,0,17.54379621,-12.29575318,Angola,2a5aaf40-e526-4778-a1e2-204d26254d21,安哥拉,Angola,Angola,Ангола,أنغولا
124,Angola,2020-03-29T00:00:00.000Z,2,0,17.54379621,-12.29575318,Angola,2a5aaf40-e526-4778-a1e2-204d26254d21,安哥拉,Angola,Angola,Ангола,أنغولا
125,Anguilla,2020-03-27T00:00:00.000Z,2,2,-63.05795609,18.22423294,Anguilla,a4e72e84-00bb-4ad5-890e-a9e6734a28ee,"安圭拉
",,,,
126,Anguilla,2020-03-28T10:00:00.000Z,2,0,-63.05795609,18.22423294,Anguilla,a4e72e84-00bb-4ad5-890e-a9e6734a28ee,"安圭拉
",,,,
127,Anguilla,2020-03-29T00:00:00.000Z,2,0,-63.05795609,18.22423294,Anguilla,a4e72e84-00bb-4ad5-890e-a9e6734a28ee,"安圭拉
",,,,
128,ANTIGUA AND BARBUDA,2020-03-14T00:00:00.000Z,1,1,-61.79112759,17.280137,Antigua and Barbuda,2debcae0-be57-4212-8b92-8a0be7da51a4,安提瓜和巴布达,Antigua-et-Barbuda,Antigua y Barbuda,Антигуа и Барбуда,أنتيغوا وبربودا
129,ANTIGUA AND BARBUDA,2020-03-15T00:00:00.000Z,1,0,-61.79112759,17.280137,Antigua and Barbuda,2debcae0-be57-4212-8b92-8a0be7da51a4,安提瓜和巴布达,Antigua-et-Barbuda,Antigua y Barbuda,Антигуа и Барбуда,أنتيغوا وبربودا
130,Antigua and Barbuda,2020-03-16T00:00:00.000Z,1,0,-61.79112759,17.280137,Antigua and Barbuda,2debcae0-be57-4212-8b92-8a0be7da51a4,安提瓜和巴布达,Antigua-et-Barbuda,Antigua y Barbuda,Антигуа и Барбуда,أنتيغوا وبربودا
131,Antigua and Barbuda,2020-03-17T00:00:00.000Z,1,0,-61.79112759,17.280137,Antigua and Barbuda,2debcae0-be57-4212-8b92-8a0be7da51a4,安提瓜和巴布达,Antigua-et-Barbuda,Antigua y Barbuda,Антигуа и Барбуда,أنتيغوا وبربودا
